"Statistic Label","Year","County","UNIT","VALUE"
"Social Benefits and Other Current Transfers","2018","Co. Kerry","Euro Million","876.18"
"Social Benefits and Other Current Transfers","2018","Co. Kildare","Euro Million","1100.3"
"Social Benefits and Other Current Transfers","2018","Co. Kilkenny","Euro Million","560.74"
"Social Benefits and Other Current Transfers","2018","Co. Laois","Euro Million","447.99"
"Social Benefits and Other Current Transfers","2018","Co. Leitrim","Euro Million","215.11"
"Social Benefits and Other Current Transfers","2018","Co. Limerick","Euro Million","1309.12"
"Social Benefits and Other Current Transfers","2018","Co. Longford","Euro Million","284.74"
"Social Benefits and Other Current Transfers","2018","Co. Louth","Euro Million","822.84"
"Social Benefits and Other Current Transfers","2018","Co. Mayo","Euro Million","838.69"
"Social Benefits and Other Current Transfers","2018","Co. Meath","Euro Million","895.08"
"Social Benefits and Other Current Transfers","2018","Co. Monaghan","Euro Million","362.23"
"Social Benefits and Other Current Transfers","2018","Co. Offaly","Euro Million","482.07"
"Social Benefits and Other Current Transfers","2018","Co. Roscommon","Euro Million","395.68"
"Social Benefits and Other Current Transfers","2018","Co. Sligo","Euro Million","435.66"
"Social Benefits and Other Current Transfers","2018","Co. Tipperary","Euro Million","1080.95"
"Social Benefits and Other Current Transfers","2018","Co. Waterford","Euro Million","791.17"
"Social Benefits and Other Current Transfers","2018","Co. Westmeath","Euro Million","553.86"
"Social Benefits and Other Current Transfers","2018","Co. Wexford","Euro Million","982.38"
"Social Benefits and Other Current Transfers","2018","Co. Wicklow","Euro Million","817.4"
"Social Benefits and Other Current Transfers","2019","Ireland","Euro Million","29002.72"
"Social Benefits and Other Current Transfers","2019","Co. Carlow","Euro Million","420.39"
"Social Benefits and Other Current Transfers","2019","Co. Cavan","Euro Million","447.94"
"Social Benefits and Other Current Transfers","2019","Co. Clare","Euro Million","722.13"
"Social Benefits and Other Current Transfers","2019","Co. Cork","Euro Million","3066.5"
"Social Benefits and Other Current Transfers","2019","Co. Donegal","Euro Million","1120.15"
"Social Benefits and Other Current Transfers","2019","Co. Dublin","Euro Million","7689.63"
"Social Benefits and Other Current Transfers","2019","Co. Galway","Euro Million","1543.11"
"Social Benefits and Other Current Transfers","2019","Co. Kerry","Euro Million","929.5"
"Social Benefits and Other Current Transfers","2019","Co. Kildare","Euro Million","1164.35"
"Social Benefits and Other Current Transfers","2019","Co. Kilkenny","Euro Million","586.1"
"Social Benefits and Other Current Transfers","2019","Co. Laois","Euro Million","470.08"
"Social Benefits and Other Current Transfers","2019","Co. Leitrim","Euro Million","226.9"
"Social Benefits and Other Current Transfers","2019","Co. Limerick","Euro Million","1382.18"
"Social Benefits and Other Current Transfers","2019","Co. Longford","Euro Million","300.69"
"Social Benefits and Other Current Transfers","2019","Co. Louth","Euro Million","865.87"
"Social Benefits and Other Current Transfers","2019","Co. Mayo","Euro Million","887.8"
"Social Benefits and Other Current Transfers","2019","Co. Meath","Euro Million","953.85"
"Social Benefits and Other Current Transfers","2019","Co. Monaghan","Euro Million","378.39"
"Social Benefits and Other Current Transfers","2019","Co. Offaly","Euro Million","506.11"
"Social Benefits and Other Current Transfers","2019","Co. Roscommon","Euro Million","423.24"
"Social Benefits and Other Current Transfers","2019","Co. Sligo","Euro Million","459.29"
"Social Benefits and Other Current Transfers","2019","Co. Tipperary","Euro Million","1137.2"
"Social Benefits and Other Current Transfers","2019","Co. Waterford","Euro Million","823.27"
"Social Benefits and Other Current Transfers","2019","Co. Westmeath","Euro Million","581.17"
"Social Benefits and Other Current Transfers","2019","Co. Wexford","Euro Million","1041.98"
"Social Benefits and Other Current Transfers","2019","Co. Wicklow","Euro Million","874.93"
"Social Benefits and Other Current Transfers","2020","Ireland","Euro Million","35730.37"
"Social Benefits and Other Current Transfers","2020","Co. Carlow","Euro Million","507.23"
"Social Benefits and Other Current Transfers","2020","Co. Cavan","Euro Million","527.36"
"Social Benefits and Other Current Transfers","2020","Co. Clare","Euro Million","834.16"
"Social Benefits and Other Current Transfers","2020","Co. Cork","Euro Million","3769.04"
"Social Benefits and Other Current Transfers","2020","Co. Donegal","Euro Million","1311.24"
"Social Benefits and Other Current Transfers","2020","Co. Dublin","Euro Million","10301.73"
"Social Benefits and Other Current Transfers","2020","Co. Galway","Euro Million","1815.83"
"Social Benefits and Other Current Transfers","2020","Co. Kerry","Euro Million","1082.04"
"Social Benefits and Other Current Transfers","2020","Co. Kildare","Euro Million","1327.94"
"Social Benefits and Other Current Transfers","2020","Co. Kilkenny","Euro Million","685.76"
"Social Benefits and Other Current Transfers","2020","Co. Laois","Euro Million","563.27"
"Social Benefits and Other Current Transfers","2020","Co. Leitrim","Euro Million","277.06"
"Social Benefits and Other Current Transfers","2020","Co. Limerick","Euro Million","1696.05"
"Social Benefits and Other Current Transfers","2020","Co. Longford","Euro Million","356.35"
"Social Benefits and Other Current Transfers","2020","Co. Louth","Euro Million","1096.66"
"Social Benefits and Other Current Transfers","2020","Co. Mayo","Euro Million","1035.5"
"Social Benefits and Other Current Transfers","2020","Co. Meath","Euro Million","1105.74"
"Social Benefits and Other Current Transfers","2020","Co. Monaghan","Euro Million","448.93"
"Social Benefits and Other Current Transfers","2020","Co. Offaly","Euro Million","614.23"
"Social Benefits and Other Current Transfers","2020","Co. Roscommon","Euro Million","506.26"
"Social Benefits and Other Current Transfers","2020","Co. Sligo","Euro Million","539.81"
"Social Benefits and Other Current Transfers","2020","Co. Tipperary","Euro Million","1393.29"
"Social Benefits and Other Current Transfers","2020","Co. Waterford","Euro Million","1002.68"
"Social Benefits and Other Current Transfers","2020","Co. Westmeath","Euro Million","705.84"
"Social Benefits and Other Current Transfers","2020","Co. Wexford","Euro Million","1181.98"
"Social Benefits and Other Current Transfers","2020","Co. Wicklow","Euro Million","1044.4"
"Total Household Income","2000","Ireland","Euro Million","67579.81"
"Total Household Income","2000","Co. Carlow","Euro Million","700.62"
"Total Household Income","2000","Co. Cavan","Euro Million","823.57"
"Total Household Income","2000","Co. Clare","Euro Million","1670.6"
"Total Household Income","2000","Co. Cork","Euro Million","7377.09"
"Total Household Income","2000","Co. Donegal","Euro Million","1809.49"
"Total Household Income","2000","Co. Dublin","Euro Million","23285.69"
"Total Household Income","2000","Co. Galway","Euro Million","3175.27"
"Total Household Income","2000","Co. Kerry","Euro Million","1876.52"
"Total Household Income","2000","Co. Kildare","Euro Million","3030.39"
"Total Household Income","2000","Co. Kilkenny","Euro Million","1188.49"
"Total Household Income","2000","Co. Laois","Euro Million","878.94"
"Total Household Income","2000","Co. Leitrim","Euro Million","383.61"
"Total Household Income","2000","Co. Limerick","Euro Million","2992.52"
"Total Household Income","2000","Co. Longford","Euro Million","475.27"
"Total Household Income","2000","Co. Louth","Euro Million","1737.5"
"Total Household Income","2000","Co. Mayo","Euro Million","1759.61"
"Total Household Income","2000","Co. Meath","Euro Million","2248.03"
"Total Household Income","2000","Co. Monaghan","Euro Million","793.55"
"Total Household Income","2000","Co. Offaly","Euro Million","949.16"
"Total Household Income","2000","Co. Roscommon","Euro Million","801.09"
"Total Household Income","2000","Co. Sligo","Euro Million","863.32"
"Total Household Income","2000","Co. Tipperary","Euro Million","2166.35"
"Total Household Income","2000","Co. Waterford","Euro Million","1736.47"
"Total Household Income","2000","Co. Westmeath","Euro Million","1155.91"
"Total Household Income","2000","Co. Wexford","Euro Million","1701.85"
"Total Household Income","2000","Co. Wicklow","Euro Million","1998.89"
"Total Household Income","2001","Ireland","Euro Million","76069.04"
"Total Household Income","2001","Co. Carlow","Euro Million","777.69"
"Total Household Income","2001","Co. Cavan","Euro Million","916.96"
"Total Household Income","2001","Co. Clare","Euro Million","1831.77"
"Total Household Income","2001","Co. Cork","Euro Million","8290.53"
"Total Household Income","2001","Co. Donegal","Euro Million","1987.5"
"Total Household Income","2001","Co. Dublin","Euro Million","26292.56"
"Total Household Income","2001","Co. Galway","Euro Million","3557.1"
"Total Household Income","2001","Co. Kerry","Euro Million","2124.4"
"Total Household Income","2001","Co. Kildare","Euro Million","3451.25"
"Total Household Income","2001","Co. Kilkenny","Euro Million","1312.44"
"Total Household Income","2001","Co. Laois","Euro Million","971.03"
"Total Household Income","2001","Co. Leitrim","Euro Million","416.02"
"Total Household Income","2001","Co. Limerick","Euro Million","3437.76"
"Total Household Income","2001","Co. Longford","Euro Million","529.71"
"Total Household Income","2001","Co. Louth","Euro Million","1968.82"
"Total Household Income","2001","Co. Mayo","Euro Million","1933.75"
"Total Household Income","2001","Co. Meath","Euro Million","2571.89"
"Total Household Income","2001","Co. Monaghan","Euro Million","874.36"
"Total Household Income","2001","Co. Offaly","Euro Million","1065.16"
"Total Household Income","2001","Co. Roscommon","Euro Million","888.34"
"Total Household Income","2001","Co. Sligo","Euro Million","966.34"
"Total Household Income","2001","Co. Tipperary","Euro Million","2483.9"
"Total Household Income","2001","Co. Waterford","Euro Million","1906.3"
"Total Household Income","2001","Co. Westmeath","Euro Million","1311.82"
"Total Household Income","2001","Co. Wexford","Euro Million","1929.59"
"Total Household Income","2001","Co. Wicklow","Euro Million","2272.05"
"Total Household Income","2002","Ireland","Euro Million","80847.45"
"Total Household Income","2002","Co. Carlow","Euro Million","809.06"
"Total Household Income","2002","Co. Cavan","Euro Million","990.59"
"Total Household Income","2002","Co. Clare","Euro Million","1981.22"
"Total Household Income","2002","Co. Cork","Euro Million","9049.27"
"Total Household Income","2002","Co. Donegal","Euro Million","2111.18"
"Total Household Income","2002","Co. Dublin","Euro Million","27289.04"
"Total Household Income","2002","Co. Galway","Euro Million","3864.7"
"Total Household Income","2002","Co. Kerry","Euro Million","2238.72"
"Total Household Income","2002","Co. Kildare","Euro Million","3741.47"
"Total Household Income","2002","Co. Kilkenny","Euro Million","1420.61"
"Total Household Income","2002","Co. Laois","Euro Million","1080.46"
"Total Household Income","2002","Co. Leitrim","Euro Million","445.61"
"Total Household Income","2002","Co. Limerick","Euro Million","3478.86"
"Total Household Income","2002","Co. Longford","Euro Million","575.99"
"Total Household Income","2002","Co. Louth","Euro Million","2135.75"
"Total Household Income","2002","Co. Mayo","Euro Million","2069.46"
"Total Household Income","2002","Co. Meath","Euro Million","2760.13"
"Total Household Income","2002","Co. Monaghan","Euro Million","914.77"
"Total Household Income","2002","Co. Offaly","Euro Million","1153.52"
"Total Household Income","2002","Co. Roscommon","Euro Million","967.07"
"Total Household Income","2002","Co. Sligo","Euro Million","1068.23"
"Total Household Income","2002","Co. Tipperary","Euro Million","2636.1"
"Total Household Income","2002","Co. Waterford","Euro Million","2079.25"
"Total Household Income","2002","Co. Westmeath","Euro Million","1416.39"
"Total Household Income","2002","Co. Wexford","Euro Million","2100.64"
"Total Household Income","2002","Co. Wicklow","Euro Million","2469.38"
"Total Household Income","2003","Ireland","Euro Million","87146.5"
"Total Household Income","2003","Co. Carlow","Euro Million","871.05"
"Total Household Income","2003","Co. Cavan","Euro Million","1080.2"
"Total Household Income","2003","Co. Clare","Euro Million","2092.74"
"Total Household Income","2003","Co. Cork","Euro Million","9676.43"
"Total Household Income","2003","Co. Donegal","Euro Million","2276.12"
"Total Household Income","2003","Co. Dublin","Euro Million","29022.91"
