"Statistic Label","Sex","Industry","Province County or City","CensusYear","UNIT","VALUE"
"Population 15 years and over at work","Both sexes","Real estate, renting and business activities","Donegal","2011","Number","3518"
"Population 15 years and over at work","Both sexes","Real estate, renting and business activities","Donegal","2016","Number","3600"
"Population 15 years and over at work","Both sexes","Real estate, renting and business activities","Monaghan","2002","Number","891"
"Population 15 years and over at work","Both sexes","Real estate, renting and business activities","Monaghan","2006","Number","1137"
"Population 15 years and over at work","Both sexes","Real estate, renting and business activities","Monaghan","2011","Number","1168"
"Population 15 years and over at work","Both sexes","Real estate, renting and business activities","Monaghan","2016","Number","1541"
"Population 15 years and over at work","Both sexes","Public administration and defence","State","2002","Number","94746"
"Population 15 years and over at work","Both sexes","Public administration and defence","State","2006","Number","101264"
"Population 15 years and over at work","Both sexes","Public administration and defence","State","2011","Number","113521"
"Population 15 years and over at work","Both sexes","Public administration and defence","State","2016","Number","105929"
"Population 15 years and over at work","Both sexes","Public administration and defence","Leinster","2002","Number","56998"
"Population 15 years and over at work","Both sexes","Public administration and defence","Leinster","2006","Number","61828"
"Population 15 years and over at work","Both sexes","Public administration and defence","Leinster","2011","Number","66812"
"Population 15 years and over at work","Both sexes","Public administration and defence","Leinster","2016","Number","62247"
"Population 15 years and over at work","Both sexes","Public administration and defence","Carlow","2002","Number","744"
"Population 15 years and over at work","Both sexes","Public administration and defence","Carlow","2006","Number","958"
"Population 15 years and over at work","Both sexes","Public administration and defence","Carlow","2011","Number","1067"
"Population 15 years and over at work","Both sexes","Public administration and defence","Carlow","2016","Number","1059"
"Population 15 years and over at work","Both sexes","Public administration and defence","Dublin","2002","Number","32056"
"Population 15 years and over at work","Both sexes","Public administration and defence","Dublin","2006","Number","34089"
"Population 15 years and over at work","Both sexes","Public administration and defence","Dublin","2011","Number","35152"
"Population 15 years and over at work","Both sexes","Public administration and defence","Dublin","2016","Number","32663"
"Population 15 years and over at work","Both sexes","Public administration and defence","Dublin City","2002","Number","14199"
"Population 15 years and over at work","Both sexes","Public administration and defence","Dublin City","2006","Number","14812"
"Population 15 years and over at work","Both sexes","Public administration and defence","Dublin City","2011","Number","14868"
"Population 15 years and over at work","Both sexes","Public administration and defence","Dublin City","2016","Number","14015"
"Population 15 years and over at work","Both sexes","Public administration and defence","Dún Laoghaire-Rathdown","2002","Number","4390"
"Population 15 years and over at work","Both sexes","Public administration and defence","Dún Laoghaire-Rathdown","2006","Number","4255"
"Population 15 years and over at work","Both sexes","Public administration and defence","Dún Laoghaire-Rathdown","2011","Number","4567"
"Population 15 years and over at work","Both sexes","Public administration and defence","Dún Laoghaire-Rathdown","2016","Number","4054"
"Population 15 years and over at work","Both sexes","Public administration and defence","Fingal","2002","Number","6329"
"Population 15 years and over at work","Both sexes","Public administration and defence","Fingal","2006","Number","7615"
"Population 15 years and over at work","Both sexes","Public administration and defence","Fingal","2011","Number","8247"
